gk,peng,ump,upah,cluster
4753,1745,214,176,2
4753,1491,214,176,2
4753,1514,214,176,2
4779,1319,214,176,2
4779,1034,214,176,2
4779,2186,214,176,2
4779,1612,214,176,2
4779,1745,214,176,2
4779,1491,214,176,2
4779,1514,214,176,2
4344,1411,233,127,2
4344,939,233,127,2
4344,2196,233,127,2
4344,1626,233,127,2
4344,1706,233,127,2
4344,1541,233,127,2
4344,1443,233,127,2
4367,1411,233,127,2
4367,939,233,127,2
4367,2196,233,127,2
4367,1626,233,127,2
4367,1706,233,127,2
4367,1541,233,127,2
4367,1443,233,127,2
4496,1411,233,127,2
4496,939,233,127,2
4496,2196,233,127,2
4496,1626,233,127,2
4496,1706,233,127,2
4496,1541,233,127,2
4496,1443,233,127,2
4513,1411,233,127,2
4513,939,233,127,2
4513,2196,233,127,2
4513,1626,233,127,2
4513,1706,233,127,2
4513,1541,233,127,2
4513,1443,233,127,2
4421,1411,233,127,2
4421,939,233,127,2
4421,2196,233,127,2
4421,1626,233,127,2
4421,1706,233,127,2
4421,1541,233,127,2
4421,1443,233,127,2
4443,1411,233,127,2
4443,939,233,127,2
4443,2196,233,127,2
4443,1626,233,127,2
4443,1706,233,127,2
4443,1541,233,127,2
4443,1443,233,127,2
1567,1411,233,127,1
1567,939,233,127,1
1567,2196,233,127,1
1567,1626,233,127,1
1567,1706,233,127,1
1567,1541,233,127,1
1567,1443,233,127,1
1575,1411,233,127,1
1575,939,233,127,1
1575,2196,233,127,1
1575,1626,233,127,1
1575,1706,233,127,1
1575,1541,233,127,1
1575,1443,233,127,1
1523,1411,233,127,1
1523,939,233,127,1
1523,2196,233,127,1
1523,1626,233,127,1
1523,1706,233,127,1
1523,1541,233,127,1
1523,1443,233,127,1
1529,1411,233,127,1
1529,939,233,127,1
1529,2196,233,127,1
1529,1626,233,127,1
1529,1706,233,127,1
1529,1541,233,127,1
1529,1443,233,127,1
1548,1411,233,127,1
1548,939,233,127,1
1548,2196,233,127,1
1548,1626,233,127,1
1548,1706,233,127,1
1548,1541,233,127,1
1548,1443,233,127,1
1550,1411,233,127,1
1550,939,233,127,1
1550,2196,233,127,1
1550,1626,233,127,1
1550,1706,233,127,1
1550,1541,233,127,1
1550,1443,233,127,1
4776,1411,233,127,2
4776,939,233,127,2
4776,2196,233,127,2
4776,1626,233,127,2
4776,1706,233,127,2
4776,1541,233,127,2
4776,1443,233,127,2
4780,1411,233,127,2
4780,939,233,127,2
4780,2196,233,127,2
4780,1626,233,127,2
4780,1706,233,127,2
4780,1541,233,127,2
4780,1443,233,127,2
4792,1411,233,127,2
4792,939,233,127,2
4792,2196,233,127,2
4792,1626,233,127,2
4792,1706,233,127,2
4792,1541,233,127,2
4792,1443,233,127,2
4794,1411,233,127,2
4794,939,233,127,2
4794,2196,233,127,2
4794,1626,233,127,2
4794,1706,233,127,2
4794,1541,233,127,2
4794,1443,233,127,2
4783,1411,233,127,2
4783,939,233,127,2
4783,2196,233,127,2
4783,1626,233,127,2
4783,1706,233,127,2
4783,1541,233,127,2
4783,1443,233,127,2
4787,1411,233,127,2
4787,939,233,127,2
4787,2196,233,127,2
4787,1626,233,127,2
4787,1706,233,127,2
4787,1541,233,127,2
4787,1443,233,127,2
4427,1432,218,184,2
4427,1043,218,184,2
4427,2226,218,184,2
4427,1650,218,184,2
4427,1717,218,184,2
4427,1564,218,184,2
4427,1483,218,184,2
4480,1432,218,184,2
4480,1043,218,184,2
4480,2226,218,184,2
4480,1650,218,184,2
4480,1717,218,184,2
4480,1564,218,184,2
4480,1483,218,184,2
4579,1432,218,184,2
4579,1043,218,184,2
4579,2226,218,184,2
4579,1650,218,184,2
4579,1717,218,184,2
4579,1564,218,184,2
4579,1483,218,184,2
4605,1432,218,184,2
4605,1043,218,184,2
4605,2226,218,184,2
4605,1650,218,184,2
4605,1717,218,184,2
4605,1564,218,184,2
4605,1483,218,184,2
4501,1432,218,184,2
4501,1043,218,184,2
4501,2226,218,184,2
4501,1650,218,184,2
4501,1717,218,184,2
4501,1564,218,184,2
4501,1483,218,184,2
4544,1432,218,184,2
4544,1043,218,184,2
4544,2226,218,184,2
4544,1650,218,184,2
4544,1717,218,184,2
4544,1564,218,184,2
4544,1483,218,184,2
1609,1432,218,184,1
1609,1043,218,184,1
1609,2226,218,184,1
1609,1650,218,184,1
1609,1717,218,184,1
1609,1564,218,184,1
1609,1483,218,184,1
1620,1432,218,184,1
1620,1043,218,184,1
1620,2226,218,184,1
1620,1650,218,184,1
1620,1717,218,184,1
1620,1564,218,184,1
1620,1483,218,184,1
1564,1432,218,184,1
1564,1043,218,184,1
1564,2226,218,184,1
1564,1650,218,184,1
1564,1717,218,184,1
1564,1564,218,184,1
1564,1483,218,184,1
1617,1432,218,184,1
1617,1043,218,184,1
1617,2226,218,184,1
1617,1650,218,184,1
1617,1717,218,184,1
1617,1564,218,184,1
1617,1483,218,184,1
1588,1432,218,184,1
1588,1043,218,184,1
1588,2226,218,184,1
1588,1650,218,184,1
1588,1717,218,184,1
1588,1564,218,184,1
1588,1483,218,184,1
1618,1432,218,184,1
1618,1043,218,184,1
1618,2226,218,184,1
1618,1650,218,184,1
1618,1717,218,184,1
1618,1564,218,184,1
1618,1483,218,184,1
4795,1432,218,184,2
4795,1043,218,184,2
4795,2226,218,184,2
4795,1650,218,184,2
4795,1717,218,184,2
4795,1564,218,184,2
4795,1483,218,184,2
4800,1432,218,184,2
4800,1043,218,184,2
4800,2226,218,184,2
4800,1650,218,184,2
4800,1717,218,184,2
4800,1564,218,184,2
4800,1483,218,184,2
4804,1432,218,184,2
4804,1043,218,184,2
4804,2226,218,184,2
4804,1650,218,184,2
4804,1717,218,184,2
4804,1564,218,184,2
4804,1483,218,184,2
4799,1432,218,184,2
4799,1043,218,184,2
4799,2226,218,184,2
4799,1650,218,184,2
4799,1717,218,184,2
4799,1564,218,184,2
4799,1483,218,184,2
4805,1432,218,184,2
4805,1043,218,184,2
4805,2226,218,184,2
4805,1650,218,184,2
4805,1717,218,184,2
4805,1564,218,184,2
4805,1483,218,184,2
4564,1695,235,191,2
4564,1166,235,191,2
4564,1790,235,191,2
4564,1735,235,191,2
4564,1742,235,191,2
4564,1542,235,191,2
4670,1695,235,191,2
4670,1166,235,191,2
4670,1790,235,191,2
4670,1735,235,191,2
4670,1742,235,191,2
4670,1542,235,191,2
4660,1695,235,191,2
4660,1166,235,191,2
4660,1790,235,191,2
4660,1735,235,191,2
4660,1742,235,191,2
4660,1542,235,191,2
4717,1695,235,191,2
4717,1166,235,191,2
4717,1790,235,191,2
4717,1735,235,191,2
4717,1742,235,191,2
4717,1542,235,191,2
4613,1695,235,191,2
4613,1166,235,191,2
4613,1790,235,191,2
4613,1735,235,191,2
4613,1742,235,191,2
4613,1542,235,191,2
4695,1695,235,191,2
4695,1166,235,191,2
4695,1790,235,191,2
4695,1735,235,191,2
4695,1742,235,191,2
4695,1542,235,191,2
1654,1695,235,191,1
1654,1166,235,191,1
1654,1790,235,191,1
1654,1735,235,191,1
1654,1742,235,191,1
1654,1542,235,191,1
1690,1695,235,191,1
1690,1166,235,191,1
1690,1790,235,191,1
1690,1735,235,191,1
1690,1742,235,191,1
1690,1542,235,191,1
1640,1695,235,191,1
1640,1166,235,191,1
1640,1790,235,191,1
1640,1735,235,191,1
1640,1742,235,191,1
1640,1542,235,191,1
1687,1695,235,191,1
1687,1166,235,191,1
1687,1790,235,191,1
1687,1735,235,191,1
1687,1742,235,191,1
1687,1542,235,191,1
1650,1695,235,191,1
1650,1166,235,191,1
1650,1790,235,191,1
1650,1735,235,191,1
1650,1742,235,191,1
1650,1542,235,191,1
1688,1695,235,191,1
1688,1166,235,191,1
1688,1790,235,191,1
1688,1735,235,191,1
1688,1742,235,191,1
1688,1542,235,191,1
4808,1695,235,191,2
4808,1166,235,191,2
4808,1790,235,191,2
4808,1735,235,191,2
4808,1742,235,191,2
4808,1542,235,191,2
2247,546,74,203,3
2247,254,74,203,3
2247,1749,74,203,0
2247,1125,74,203,1
2247,1614,74,203,1
2247,1027,74,203,1
2247,1467,74,203,1
2247,2240,74,203,0
2482,546,74,203,3
2482,254,74,203,3
2482,1749,74,203,0
2482,1125,74,203,1
2482,1614,74,203,1
2482,1027,74,203,1
2482,1467,74,203,1
2482,2240,74,203,0
2448,546,74,203,3
2448,254,74,203,3
2448,1749,74,203,0
2448,1125,74,203,1
2448,1614,74,203,1
2448,1027,74,203,1
2448,1467,74,203,1
2448,2240,74,203,0
2796,546,74,203,3
2796,254,74,203,3
2796,1749,74,203,2
2796,1125,74,203,2
2796,1614,74,203,2
2796,1027,74,203,2
2796,1467,74,203,2
2796,2240,74,203,0
2277,546,74,203,3
2277,254,74,203,3
2277,1749,74,203,0
2277,1125,74,203,1
2277,1614,74,203,1
2277,1027,74,203,1
2277,1467,74,203,1
2277,2240,74,203,0
2530,546,74,203,3
2530,254,74,203,3
2530,1749,74,203,0
2530,1125,74,203,1
2530,1614,74,203,1
2530,1027,74,203,1
2530,1467,74,203,1
2530,2240,74,203,0
1373,546,74,203,1
1373,254,74,203,3
1373,1749,74,203,1
1373,1125,74,203,1
1373,1614,74,203,1
1373,1027,74,203,1
1373,1467,74,203,1
1373,2240,74,203,0
1442,546,74,203,1
1442,254,74,203,3
1442,1749,74,203,1
1442,1125,74,203,1
1442,1614,74,203,1
1442,1027,74,203,1
1442,1467,74,203,1
1442,2240,74,203,0
693,546,74,203,1
693,254,74,203,3
693,1749,74,203,1
693,1125,74,203,1
693,1614,74,203,1
693,1027,74,203,1
693,1467,74,203,1
693,2240,74,203,1
878,546,74,203,1
878,254,74,203,3
878,1749,74,203,1
878,1125,74,203,1
878,1614,74,203,1
878,1027,74,203,1
878,1467,74,203,1
878,2240,74,203,1
1309,546,74,203,1
1309,254,74,203,3
1309,1749,74,203,1
1309,1125,74,203,1
1309,1614,74,203,1
1309,1027,74,203,1
1309,1467,74,203,1
1309,2240,74,203,0
1394,546,74,203,1
1394,254,74,203,3
1394,1749,74,203,1
1394,1125,74,203,1
1394,1614,74,203,1
1394,1027,74,203,1
1394,1467,74,203,1
1394,2240,74,203,0
4004,546,74,203,2
4004,254,74,203,2
4004,1749,74,203,2
4004,1125,74,203,2
4004,1614,74,203,2
4004,1027,74,203,2
4004,1467,74,203,2
4004,2240,74,203,2
4203,546,74,203,2
4203,254,74,203,2
4203,1749,74,203,2
4203,1125,74,203,2
4203,1614,74,203,2
4203,1027,74,203,2
4203,1467,74,203,2
4203,2240,74,203,2
3718,546,74,203,2
3718,254,74,203,2
3718,1749,74,203,2
3718,1125,74,203,2
3718,1614,74,203,2
3718,1027,74,203,2
3718,1467,74,203,2
3718,2240,74,203,2
4020,546,74,203,2
4020,254,74,203,2
4020,1749,74,203,2
4020,1125,74,203,2
4020,1614,74,203,2
4020,1027,74,203,2
4020,1467,74,203,2
4020,2240,74,203,2
3957,546,74,203,2
3957,254,74,203,2
3957,1749,74,203,2
3957,1125,74,203,2
3957,1614,74,203,2
3957,1027,74,203,2
3957,1467,74,203,2
3957,2240,74,203,2
4175,546,74,203,2
4175,254,74,203,2
4175,1749,74,203,2
4175,1125,74,203,2
4175,1614,74,203,2
4175,1027,74,203,2
4175,1467,74,203,2
4175,2240,74,203,2
2570,626,107,227,1
2570,481,107,227,1
2570,1860,107,227,2
2570,1396,107,227,1
2570,1683,107,227,2
2570,1314,107,227,1
2570,1566,107,227,2
2686,626,107,227,2
2686,481,107,227,2
2686,1860,107,227,2
2686,1396,107,227,2
2686,1683,107,227,2
2686,1314,107,227,2
2686,1566,107,227,2
2927,626,107,227,2
2927,481,107,227,2
2927,1860,107,227,2
2927,1396,107,227,2
2927,1683,107,227,2
2927,1314,107,227,2
2927,1566,107,227,2
3097,626,107,227,2
3097,481,107,227,2
3097,1860,107,227,2
3097,1396,107,227,2
3097,1683,107,227,2
3097,1314,107,227,2
3097,1566,107,227,2
2635,626,107,227,2
2635,481,107,227,1
2635,1860,107,227,2
2635,1396,107,227,2
2635,1683,107,227,2
2635,1314,107,227,2
2635,1566,107,227,2
2752,626,107,227,2
2752,481,107,227,2
2752,1860,107,227,2
2752,1396,107,227,2
2752,1683,107,227,2
2752,1314,107,227,2
2752,1566,107,227,2
1449,626,107,227,1
1449,481,107,227,1
1449,1860,107,227,1
1449,1396,107,227,1
1449,1683,107,227,1
1449,1314,107,227,1
1449,1566,107,227,1
1462,626,107,227,1
1462,481,107,227,1
1462,1860,107,227,1
1462,1396,107,227,1
1462,1683,107,227,1
1462,1314,107,227,1
1462,1566,107,227,1
883,626,107,227,1
883,481,107,227,1
883,1860,107,227,1
883,1396,107,227,1
883,1683,107,227,1
883,1314,107,227,1
883,1566,107,227,1
907,626,107,227,1
907,481,107,227,1
907,1860,107,227,1
907,1396,107,227,1
907,1683,107,227,1
907,1314,107,227,1
907,1566,107,227,1
1402,626,107,227,1
1402,481,107,227,1
1402,1860,107,227,1
1402,1396,107,227,1
1402,1683,107,227,1
1402,1314,107,227,1
1402,1566,107,227,1
1417,626,107,227,1
1417,481,107,227,1
1417,1860,107,227,1
1417,1396,107,227,1
1417,1683,107,227,1
1417,1314,107,227,1
1417,1566,107,227,1
4261,626,107,227,2
4261,481,107,227,2
4261,1860,107,227,2
4261,1396,107,227,2
4261,1683,107,227,2
4261,1314,107,227,2
4261,1566,107,227,2
4334,626,107,227,2
4334,481,107,227,2
4334,1860,107,227,2
4334,1396,107,227,2
4334,1683,107,227,2
4334,1314,107,227,2
4334,1566,107,227,2
4087,626,107,227,2
4087,481,107,227,2
4087,1860,107,227,2
4087,1396,107,227,2
4087,1683,107,227,2
4087,1314,107,227,2
4087,1566,107,227,2
4180,626,107,227,2
4180,481,107,227,2
4180,1860,107,227,2
4180,1396,107,227,2
4180,1683,107,227,2
4180,1314,107,227,2
4180,1566,107,227,2
4235,626,107,227,2
4235,481,107,227,2
4235,1860,107,227,2
4235,1396,107,227,2
4235,1683,107,227,2
4235,1314,107,227,2
4235,1566,107,227,2
4309,626,107,227,2
4309,481,107,227,2
4309,1860,107,227,2
4309,1396,107,227,2
4309,1683,107,227,2
4309,1314,107,227,2
4309,1566,107,227,2
2762,874,136,216,2
2762,409,136,216,2
2762,1909,136,216,2
2762,1588,136,216,2
2762,1731,136,216,2
2762,1516,136,216,2
2762,1608,136,216,2
2984,874,136,216,2
2984,409,136,216,2
2984,1909,136,216,2
2984,1588,136,216,2
2984,1731,136,216,2
2984,1516,136,216,2
2984,1608,136,216,2
3206,874,136,216,2
3206,409,136,216,2
3206,1909,136,216,2
3206,1588,136,216,2
3206,1731,136,216,2
3206,1516,136,216,2
3206,1608,136,216,2
3346,874,136,216,2
3346,409,136,216,2
3346,1909,136,216,2
3346,1588,136,216,2
3346,1731,136,216,2
3346,1516,136,216,2
3346,1608,136,216,2
2832,874,136,216,2
2832,409,136,216,2
2832,1909,136,216,2
2832,1588,136,216,2
2832,1731,136,216,2
2832,1516,136,216,2
2832,1608,136,216,2
3047,874,136,216,2
3047,409,136,216,2
3047,1909,136,216,2
3047,1588,136,216,2
3047,1731,136,216,2
3047,1516,136,216,2
3047,1608,136,216,2
1481,874,136,216,1
1481,409,136,216,1
1481,1909,136,216,1
1481,1588,136,216,1
1481,1731,136,216,1
1481,1516,136,216,1
1481,1608,136,216,1
1503,874,136,216,1
1503,409,136,216,1
1503,1909,136,216,1
1503,1588,136,216,1
1503,1731,136,216,1
1503,1516,136,216,1
1503,1608,136,216,1
943,874,136,216,1
943,409,136,216,1
943,1909,136,216,1
943,1588,136,216,1
943,1731,136,216,1
943,1516,136,216,1
943,1608,136,216,1
992,874,136,216,1
992,409,136,216,1
992,1909,136,216,1
992,1588,136,216,1
992,1731,136,216,1
992,1516,136,216,1
992,1608,136,216,1
1443,874,136,216,1
1443,409,136,216,1
1443,1909,136,216,1
1443,1588,136,216,1
1443,1731,136,216,1
1443,1516,136,216,1
1443,1608,136,216,1
1473,874,136,216,1
1473,409,136,216,1
1473,1909,136,216,1
1473,1588,136,216,1
1473,1731,136,216,1
1473,1516,136,216,1
1473,1608,136,216,1
4389,874,136,216,2
4389,409,136,216,2
4389,1909,136,216,2
4389,1588,136,216,2
4389,1731,136,216,2
4389,1516,136,216,2
4389,1608,136,216,2
4483,874,136,216,2
4483,409,136,216,2
4483,1909,136,216,2
4483,1588,136,216,2
4483,1731,136,216,2
4483,1516,136,216,2
4483,1608,136,216,2
4251,874,136,216,2
4251,409,136,216,2
4251,1909,136,216,2
4251,1588,136,216,2
4251,1731,136,216,2
4251,1516,136,216,2
4251,1608,136,216,2
4347,874,136,216,2
4347,409,136,216,2
4347,1909,136,216,2
4347,1588,136,216,2
4347,1731,136,216,2
4347,1516,136,216,2
4347,1608,136,216,2
4370,874,136,216,2
4370,409,136,216,2
4370,1909,136,216,2
4370,1588,136,216,2
4370,1731,136,216,2
4370,1516,136,216,2
4370,1608,136,216,2
4471,874,136,216,2
4471,409,136,216,2
4471,1909,136,216,2
4471,1588,136,216,2
4471,1731,136,216,2
4471,1516,136,216,2
4471,1608,136,216,2
3186,987,174,244,2
3186,608,174,244,2
3186,2008,174,244,2
3186,1544,174,244,2
3186,1741,174,244,2
3186,1480,174,244,2
3186,1649,174,244,2
3220,987,174,244,2
3220,608,174,244,2
3220,2008,174,244,2
3220,1544,174,244,2
3220,1741,174,244,2
3220,1480,174,244,2
3220,1649,174,244,2
3450,987,174,244,2
3450,608,174,244,2
3450,2008,174,244,2
3450,1544,174,244,2
3450,1741,174,244,2
3450,1480,174,244,2
3450,1649,174,244,2
3561,987,174,244,2
3561,608,174,244,2
3561,2008,174,244,2
3561,1544,174,244,2
3561,1741,174,244,2
3561,1480,174,244,2
3561,1649,174,244,2
3238,987,174,244,2
3238,608,174,244,2
3238,2008,174,244,2
3238,1544,174,244,2
3238,1741,174,244,2
3238,1480,174,244,2
3238,1649,174,244,2
3264,987,174,244,2
3264,608,174,244,2
3264,2008,174,244,2
3264,1544,174,244,2
3264,1741,174,244,2
3264,1480,174,244,2
3264,1649,174,244,2
1524,987,174,244,1
1524,608,174,244,1
1524,2008,174,244,1
1524,1544,174,244,1
1524,1741,174,244,1
1524,1480,174,244,1
1524,1649,174,244,1
1542,987,174,244,1
1542,608,174,244,1
1542,2008,174,244,1
1542,1544,174,244,1
1542,1741,174,244,1
1542,1480,174,244,1
1542,1649,174,244,1
1151,987,174,244,1
1151,608,174,244,1
1151,2008,174,244,1
1151,1544,174,244,1
1151,1741,174,244,1
1151,1480,174,244,1
1151,1649,174,244,1
1215,987,174,244,1
1215,608,174,244,1
1215,2008,174,244,1
1215,1544,174,244,1
1215,1741,174,244,1
1215,1480,174,244,1
1215,1649,174,244,1
1500,987,174,244,1
1500,608,174,244,1
1500,2008,174,244,1
1500,1544,174,244,1
1500,1741,174,244,1
1500,1480,174,244,1
1500,1649,174,244,1
1519,987,174,244,1
1519,608,174,244,1
1519,2008,174,244,1
1519,1544,174,244,1
1519,1741,174,244,1
1519,1480,174,244,1
1519,1649,174,244,1
4568,987,174,244,2
4568,608,174,244,2
4568,2008,174,244,2
4568,1544,174,244,2
4568,1741,174,244,2
4568,1480,174,244,2
4568,1649,174,244,2
4591,987,174,244,2
4591,608,174,244,2
4591,2008,174,244,2
4591,1544,174,244,2
4591,1741,174,244,2
4591,1480,174,244,2
4591,1649,174,244,2
4444,987,174,244,2
4444,608,174,244,2
4444,2008,174,244,2
4444,1544,174,244,2
4444,1741,174,244,2
4444,1480,174,244,2
4444,1649,174,244,2
4498,987,174,244,2
4498,608,174,244,2
4498,2008,174,244,2
4498,1544,174,244,2
4498,1741,174,244,2
4498,1480,174,244,2
4498,1649,174,244,2
4557,987,174,244,2
4557,608,174,244,2
4557,2008,174,244,2
4557,1544,174,244,2
4557,1741,174,244,2
4557,1480,174,244,2
4557,1649,174,244,2
4585,987,174,244,2
4585,608,174,244,2
4585,2008,174,244,2
4585,1544,174,244,2
4585,1741,174,244,2
4585,1480,174,244,2
4585,1649,174,244,2
3419,1059,197,238,2
3419,612,197,238,2
3419,2030,197,238,2
3419,1615,197,238,2
3419,1955,197,238,2
3419,1576,197,238,2
3419,1896,197,238,2
3456,1059,197,238,2
3456,612,197,238,2
3456,2030,197,238,2
3456,1615,197,238,2
3456,1955,197,238,2
3456,1576,197,238,2
3456,1896,197,238,2
3632,1059,197,238,2
3632,612,197,238,2
3632,2030,197,238,2
3632,1615,197,238,2
3632,1955,197,238,2
3632,1576,197,238,2
3632,1896,197,238,2
3808,1059,197,238,2
3808,612,197,238,2
3808,2030,197,238,2
3808,1615,197,238,2
3808,1955,197,238,2
3808,1576,197,238,2
3808,1896,197,238,2
3436,1059,197,238,2
3436,612,197,238,2
3436,2030,197,238,2
3436,1615,197,238,2
3436,1955,197,238,2
3436,1576,197,238,2
3436,1896,197,238,2
3491,1059,197,238,2
3491,612,197,238,2
3491,2030,197,238,2
3491,1615,197,238,2
3491,1955,197,238,2
3491,1576,197,238,2
3491,1896,197,238,2
1571,1059,197,238,1
1571,612,197,238,1
1571,2030,197,238,1
1571,1615,197,238,1
1571,1955,197,238,1
1571,1576,197,238,1
1571,1896,197,238,1
1587,1059,197,238,1
1587,612,197,238,1
1587,2030,197,238,1
1587,1615,197,238,1
1587,1955,197,238,1
1587,1576,197,238,1
1587,1896,197,238,1
1284,1059,197,238,1
1284,612,197,238,1
1284,2030,197,238,1
1284,1615,197,238,1
1284,1955,197,238,1
1284,1576,197,238,1
1284,1896,197,238,1
1322,1059,197,238,1
1322,612,197,238,1
1322,2030,197,238,1
1322,1615,197,238,1
1322,1955,197,238,1
1322,1576,197,238,1
1322,1896,197,238,1
1549,1059,197,238,1
1549,612,197,238,1
1549,2030,197,238,1
1549,1615,197,238,1
1549,1955,197,238,1
1549,1576,197,238,1
1549,1896,197,238,1
1563,1059,197,238,1
1563,612,197,238,1
1563,2030,197,238,1
1563,1615,197,238,1
1563,1955,197,238,1
1563,1576,197,238,1
1563,1896,197,238,1
4653,1059,197,238,2
4653,612,197,238,2
4653,2030,197,238,2
4653,1615,197,238,2
4653,1955,197,238,2
4653,1576,197,238,2
4653,1896,197,238,2
4671,1059,197,238,2
4671,612,197,238,2
4671,2030,197,238,2
4671,1615,197,238,2
4671,1955,197,238,2
4671,1576,197,238,2
4671,1896,197,238,2
4548,1059,197,238,2
4548,612,197,238,2
4548,2030,197,238,2
4548,1615,197,238,2
4548,1955,197,238,2
4548,1576,197,238,2
4548,1896,197,238,2
4607,1059,197,238,2
4607,612,197,238,2
4607,2030,197,238,2
4607,1615,197,238,2
4607,1955,197,238,2
4607,1576,197,238,2
4607,1896,197,238,2
4644,1059,197,238,2
4644,612,197,238,2
4644,2030,197,238,2
4644,1615,197,238,2
4644,1955,197,238,2
4644,1576,197,238,2
4644,1896,197,238,2
4663,1059,197,238,2
4663,612,197,238,2
4663,2030,197,238,2
4663,1615,197,238,2
4663,1955,197,238,2
4663,1576,197,238,2
4663,1896,197,238,2
3572,1112,219,255,2
3572,702,219,255,2
3572,2069,219,255,2
3572,1639,219,255,2
3572,1932,219,255,2
3572,1600,219,255,2
3572,1869,219,255,2
3588,1112,219,255,2
3588,702,219,255,2
3588,2069,219,255,2
3588,1639,219,255,2
3588,1932,219,255,2
3588,1600,219,255,2
3588,1869,219,255,2
3922,1112,219,255,2
3922,702,219,255,2
3922,2069,219,255,2
3922,1639,219,255,2
3922,1932,219,255,2
3922,1600,219,255,2
3922,1869,219,255,2
3932,1112,219,255,2
3932,702,219,255,2
3932,2069,219,255,2
3932,1639,219,255,2
3932,1932,219,255,2
3932,1600,219,255,2
3932,1869,219,255,2
3606,1112,219,255,2
3606,702,219,255,2
3606,2069,219,255,2
3606,1639,219,255,2
3606,1932,219,255,2
3606,1600,219,255,2
3606,1869,219,255,2
3616,1112,219,255,2
3616,702,219,255,2
3616,2069,219,255,2
3616,1639,219,255,2
3616,1932,219,255,2
3616,1600,219,255,2
3616,1869,219,255,2
1595,1112,219,255,1
1595,702,219,255,1
1595,2069,219,255,1
1595,1639,219,255,1
1595,1932,219,255,1
1595,1600,219,255,1
1595,1869,219,255,1
1599,1112,219,255,1
1599,702,219,255,1
1599,2069,219,255,1
1599,1639,219,255,1
1599,1932,219,255,1
1599,1600,219,255,1
1599,1869,219,255,1
1358,1112,219,255,1
1358,702,219,255,1
1358,2069,219,255,1
1358,1639,219,255,1
1358,1932,219,255,1
1358,1600,219,255,1
1358,1869,219,255,1
1362,1112,219,255,1
1362,702,219,255,1
1362,2069,219,255,1
1362,1639,219,255,1
1362,1932,219,255,1
1362,1600,219,255,1
1362,1869,219,255,1
1574,1112,219,255,1
1574,702,219,255,1
1574,2069,219,255,1
1574,1639,219,255,1
1574,1932,219,255,1
1574,1600,219,255,1
1574,1869,219,255,1
1583,1112,219,255,1
1583,702,219,255,1
1583,2069,219,255,1
1583,1639,219,255,1
1583,1932,219,255,1
1583,1600,219,255,1
1583,1869,219,255,1
4686,1112,219,255,2
4686,702,219,255,2
4686,2069,219,255,2
4686,1639,219,255,2
4686,1932,219,255,2
4686,1600,219,255,2
4686,1869,219,255,2
4693,1112,219,255,2
4693,702,219,255,2
4693,2069,219,255,2
4693,1639,219,255,2
4693,1932,219,255,2
4693,1600,219,255,2
4693,1869,219,255,2
4646,1112,219,255,2
4646,702,219,255,2
4646,2069,219,255,2
4646,1639,219,255,2
4646,1932,219,255,2
4646,1600,219,255,2
4646,1869,219,255,2
4654,1112,219,255,2
4654,702,219,255,2
4654,2069,219,255,2
4654,1639,219,255,2
4654,1932,219,255,2
4654,1600,219,255,2
4654,1869,219,255,2
4683,1112,219,255,2
4683,702,219,255,2
4683,2069,219,255,2
4683,1639,219,255,2
4683,1932,219,255,2
4683,1600,219,255,2
4683,1869,219,255,2
4690,1112,219,255,2
4690,702,219,255,2
4690,2069,219,255,2
4690,1639,219,255,2
4690,1932,219,255,2
4690,1600,219,255,2
4690,1869,219,255,2
3781,1199,219,259,2
3781,693,219,259,2
3781,2089,219,259,2
3781,1684,219,259,2
3781,1987,219,259,2
3781,1653,219,259,2
3781,1935,219,259,2
3811,1199,219,259,2
3811,693,219,259,2
3811,2089,219,259,2
3811,1684,219,259,2
3811,1987,219,259,2
3811,1653,219,259,2
3811,1935,219,259,2
4035,1199,219,259,2
4035,693,219,259,2
4035,2089,219,259,2
4035,1684,219,259,2
4035,1987,219,259,2
4035,1653,219,259,2
4035,1935,219,259,2
4094,1199,219,259,2
4094,693,219,259,2
4094,2089,219,259,2
4094,1684,219,259,2
4094,1987,219,259,2
4094,1653,219,259,2
4094,1935,219,259,2
3807,1199,219,259,2
3807,693,219,259,2
3807,2089,219,259,2
3807,1684,219,259,2
3807,1987,219,259,2
3807,1653,219,259,2
3807,1935,219,259,2
3834,1199,219,259,2
3834,693,219,259,2
3834,2089,219,259,2
3834,1684,219,259,2
3834,1987,219,259,2
3834,1653,219,259,2
3834,1935,219,259,2
1629,1199,219,259,1
1629,693,219,259,1
1629,2089,219,259,1
1629,1684,219,259,1
1629,1987,219,259,1
1629,1653,219,259,1
1629,1935,219,259,1
1662,1199,219,259,1
1662,693,219,259,1
1662,2089,219,259,1
1662,1684,219,259,1
1662,1987,219,259,1
1662,1653,219,259,1
1662,1935,219,259,1
1380,1199,219,259,1
1380,693,219,259,1
1380,2089,219,259,1
1380,1684,219,259,1
1380,1987,219,259,1
1380,1653,219,259,1
1380,1935,219,259,1
1401,1199,219,259,1
1401,693,219,259,1
1401,2089,219,259,1
1401,1684,219,259,1
1401,1987,219,259,1
1401,1653,219,259,1
1401,1935,219,259,1
1611,1199,219,259,1
1611,693,219,259,1
1611,2089,219,259,1
1611,1684,219,259,1
1611,1987,219,259,1
1611,1653,219,259,1
1611,1935,219,259,1
1644,1199,219,259,1
1644,693,219,259,1
